기업명,언론사,제목,날짜,URL
삼성전자,연합뉴스,"코스피 다시 3%대 하락…6,400선 아래로",2026-08-06,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1rZHE3V0I0Y0hORTI1Mm52V05UNTduS0hYTncyZVk5VTU1ZkVrWXB6WjVpeDNLWjhNREJFSlM1eFRMRTNoeXRrcHB0YW9NRm9qdzd1dE5nWE5NZ25IZ2dNcdIBYEFVX3lxTE1rZHE3V0I0Y0hORTI1Mm52V05UNTduS0hYTncyZVk5VTU1ZkVrWXB6WjVpeDNLWjhNREJFSlM1eFRMRTNoeXRrcHB0YW9NRm9qdzd1dE5nWE5NZ25IZ2dNcQ?oc=5
삼성전자,연합뉴스,"[퇴근길머니] 코스피, 반도체 약세에 다시 급락…삼전닉스 ""주주환원 확대""",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9SLXpZU1B3VHhEclVDamtpV01NM0Q4Nmc0Y1paRm5GYUZJSTdyUjBUM3lGYU9ESHFmaDZ3SjNxWFU0c2t0ZEExVXhOSlc2a3o0VlI4UVBsRmhXUkHSAWBBVV95cUxPX0lIcnNOclN3SE9tN2FpY2l3cXdYeXo0c0VOdl8zMTc1dzlBdEZ3cjh4SXF5NExkeHJKQVNmbTdTZlI2Q21RNmxsUDd2WDZHbHhmcXI0Tml2SThOV19xdUE?oc=5
삼성전자,연합뉴스,"아산시 ""착공까지 한 팀으로""…삼성 투자 실무협의회 가동",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9kandnMTlCNnJ2ZnNickNMWEdabHh5VzA1NFE0YzVCLWtKQWtIR1pHQUtLLXU4NkNDNTRHUXdYMFU5REpPQ3BuOHlJb2VCWVF1TEk0X2FNN3ZNbVHSAWBBVV95cUxNN2lJV25lVC1XUmpGdEV2SGpvYmF3dGlnNE1BbF9LOUl6QjU1MzVhYmVvY0phajhSX2tNdm1heDNzQ0EtVWFidENvYWE2a0dkVGIzZk5XVHFVMVFiRnoxa3Q?oc=5
삼성전자,연합뉴스,[비즈&] 삼성 갤럭시 Z 폴드8·플립8 내일 공식 출시 外,2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1jd0Y5dTJhTld6dzZiNlJSNnprbmkySTFuMW5oYjFJZW4tOWJkM21tNVlNTy1OUGlMSVhtVzdCNUZOdGR5dUR0UXV0N2JGcGppOFJ5SEJWamE1X2_SAWBBVV95cUxOU1lSajdURWNHV1U3VjdiOWdzUHZ4MVVsOTNpT3MxMy0yTl93TldNWUcxZEZBYXl4QTRSSW14MHJlYWhGOFpOUldfd2hJbHFzT3R4U2lKNjlyMy1sNC1mLXo?oc=5
삼성전자,연합뉴스,"""삼전·닉스 연말 순현금 375조원…엔비디아의 2배""",2026-08-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTFAwaTM1d1FxRXUxdmtod3lCZF9JNG50VlU0NkpZdkd0NkRubDd0TGdmdjgtMzNQRGV3TnRJRUVzREEyU0xVbEU5Z0NFSHY3YW1EZHNDeWc0UmZOaTjSAWBBVV95cUxPRHVzMXJYWlBCV1JQSWdfdk5Fc3VPeV8zU1g1cV84UFBwWElUaUZzc3hxOENlR0tWeWw2LWdSSXZ1Qm9aT0JUVzNrRWc2Z2RvTXA0WmIwZW44dmVxc2hYRXI?oc=5
삼성전자,연합뉴스,"경찰, 주주단체 고발 '삼전닉스' 대표 수사 착수",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5MWlpxdzF4SjZlejVybTRYLVg0Zk9Wcm5DMUE5cWpubmtYLXEzZlBDWU1GSDl2U3hiU0tnMVZkb2pqVGhhNGNwZTl0OVJ3WWFneWVDc3pDczg3Rk3SAWBBVV95cUxNX2h3Sk9FYUNPLTBCbG81U21kLUV4TkhmSm1HLUxiS3RMVzVRTDBwWlpXS3gxaTU3anNwVmpKTXhrU0ZzMVlMTWlGU1hSam1waV9qUFNkS0plTlI5NV9rblI?oc=5
삼성전자,연합뉴스,"코스피, 3.76% 급등 마감…코스닥, 나흘째 랠리",2026-08-05,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9VMERENmVtc2U5TWNuYk85bEhDc1F5Z0twWFgzUE5vS2lBSTBzRHJ0cmZhWU9JcGIweVhCZ3lXQUcySzlPM2hlTkd2ZW5uLXF1ZlRHY091SGRaNV9JMTExSNIBYEFVX3lxTE9VMERENmVtc2U5TWNuYk85bEhDc1F5Z0twWFgzUE5vS2lBSTBzRHJ0cmZhWU9JcGIweVhCZ3lXQUcySzlPM2hlTkd2ZW5uLXF1ZlRHY091SGRaNV9JMTExSA?oc=5
삼성전자,연합뉴스,"""삼성전자·SK하이닉스, 재무건전성 유지속 주주환원 확대 검토""",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE53dDhBenNCMVZXLU5MRTBpUnRXT2ZHZld0RmtOLW1hejNXVGozZGZoRTUxallOMXhsNEdZMldWT1RtRGxocUJsOUp4dFhCREVRM2E5Z2k1VkVOeWPSAWBBVV95cUxOUjV0MXhZX1lSdk5oNElPZjlSWGFVc2dfVTRWMEJkQlNTRXRMMzRjSGdjdFl3QXczbjg2bmwzU2lrQ0JPMm53LTAyNnpXYXYtaGUyTmlIXzY3dWEzRmZGQzY?oc=5
삼성전자,연합뉴스,[표] 거래소 기관 순매수도 상위종목(5일),2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5sZnZNampQWkZ1b3pkYXBheHFzUWRybGxRTWNVOE9SbXloX0szMmpIT1Vnb0dkemVmaDJzYnZqUGR0ZG9iYXZDckJWd1V5elQ5N3l0Vkt1QlRuTjA?oc=5
삼성전자,연합뉴스,"삼성전자, 최신 '갤럭시 Z 시리즈', '갤럭시 워치 시리즈' 국내 공식 출시",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBxY0M4UlJ4b2dFWkdrNTl5MC1VeHNQOEtjMUV4MFNjd1FfcE9WRVpzZzNHS1o4cFhOTlRVUzNLRFlpZHpVczU5ODRYYjNyMkdWdHpCSGwzajQyWjjSAWBBVV95cUxNNjJ4NWd0OXZNYmFiams2aVZONUx0T3ZRZXhJb1BtQ3YxeldDMG1hUXY4bnhnc2pVUzJmNDdYMXBySlp2YWR5bjkxY1Yxemt6QTc4N1pBd3dFWG0wZ0daLVA?oc=5
삼성전자,연합뉴스,"반도체 훈풍에 코스피 6,600선 목전…코스닥 나흘째 상승",2026-08-05,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1PU1Zna1JhbmV1NjNOczVsZDVGaWRuNndWVGV3YVBFdEh1X0pEUmV6bkt4THpBRWQ1UTBJOUNrR3pKbG9vbjh3d2ZHd2RPRmlKd0tFb25ONEZJdllJaVEySNIBYEFVX3lxTE1PU1Zna1JhbmV1NjNOczVsZDVGaWRuNndWVGV3YVBFdEh1X0pEUmV6bkt4THpBRWQ1UTBJOUNrR3pKbG9vbjh3d2ZHd2RPRmlKd0tFb25ONEZJdllJaVEySA?oc=5
삼성전자,연합뉴스,삼성 갤럭시 Z 폴드8·플립8 내일 공식 출시,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1jSWRnZGNvNGNtczZhNXhZM29lZXNCamNtOEpDNklLV05DSkZDZTZ4VmE4X1BtMU1iWFliQnN0QUZWMG5VMlNhRWhXN25udzJuREZocHpjOWlhbTTSAWBBVV95cUxNS0FfRFFrSUluNUllaFNkS1QzSjlnYV9mcG50NVV6LUxmOFhKQXlKLXNwTnFlMlpENnlTNmtUMHNFTTFzZHhQcE9TZnZ0NFlaVzdpSTRpdElkZ3NtUjlON2I?oc=5
삼성전자,연합뉴스,"삼성전자, 'FMS 어워드'서 V낸드·AI 메모리로 2개 부문 수상",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBETUdza1N4ZnZpenR2YTVVWVl2REh5Y0dWdGt0SFNlWjAxbXJjSE9qUHdJOXFNbnBkQnpRRlA2S3U1eGgwQWN5Z2QyZnZkcnpfQTFfWFhybzVxV2vSAWBBVV95cUxNRS01MHFHb3BNUU9fQUpMUUNzWGZfNDJ1dTlHaUJha1UtZVdSS2k5dXMxR2xRVlllYl9jOUJvUzliRi00MzV0R3FaX0ZPYzBwWW9RenVYNUxJeHNGQzVFX2c?oc=5
삼성전자,연합뉴스,"[속보] 경찰, 주주단체가 고발한 '삼전닉스' 대표 수사 착수…성과급 때문",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1WV0NLTmp5N3ZZV29yR2NQUlg2YVJLcVFfSkR4eW8zdEZtUFYyTlU5UnVqN0g2OXZQVzFUakh6RE12M2xHcDQzOFhtZVUwVGducFpqZjVkQmhLSUHSAWBBVV95cUxNVmhfejEtalhjOXhFN3paYmlfMzg3MnJyaFZwbmVQQWoyeWVSODIxeTExZ1JtTl9PUm5pR2dtZl9Wb1BxM1ZucE82b0h3Um9vQXhTUjRLLUhUVWJHanlkYWQ?oc=5
삼성전자,연합뉴스,"주주단체 '삼전닉스' 대표 배당금 고발사건, 경기남부청 수사 착수",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9LQS1PSGNYcjhWTlFlaFR6YTlSaWhZakZIekw4ak5rQ0JxS2Z2V29BUk0tbGpVZkF5M0h0Q3BBVnJLQWdiVUZBNklDTllMRW9DaF9mcFE0c2M2TkHSAWBBVV95cUxNSjV4TFNGdjRWbExCXzNmbElGUjRRNHJMcWpTYUEtWks4U2dsNmNwNmNfbkVYOTNTYVEyTFMycktEeWRtY25CTjVyLTNiWnRqZGZmZnlPOUxDXzY3c1NFeG8?oc=5
삼성전자,연합뉴스,경북 구미서 '2026 갤럭시 런칭 페스타' 개최,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5qRHJTOUhGZTN6X3FKbEpjaGVfa0VoMm5fMEhiVnRHRzNpMXR5c09KeFZ0WURMZkxRTTlfSE9ibUZXWkhLTjNSdXFZUWQxbGNLOS1RUmhKZG1DbnPSAWBBVV95cUxNTEx5TENWMU9mQVRNdHg3YVhKeWY0eU85N0ZYVE54SjFOM0lvVUVUVWUwS1pRUVdNcHpxTVZVaV9IeV9lektSN2xEb3FTRzFEZWJOQ0ZUcFlUT1NUang0c04?oc=5
삼성전자,연합뉴스,"삼전 2.5%, 하이닉스 5.7% 상승…외인은 사고, 기관 팔았다(종합)",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE4ycndJMlFfc0xobG9aYmpjSlZEb0NiaHFNaHpFVHJnMEhfOXhIbXIxUmhSQWJFd25XZDM1X1NKN1JVSTdXd25QQzluenFkUm9hMVdwZHJLcEZ1N3PSAWBBVV95cUxOVE92b1p1X3BiT3V4MTRVQXhzOHB0VjlSNWVKUUtOLVpRYmxTUHZoem1ZQlFLRkhCWjBIc082M1BkcEpMenVKUE5TLWpJbmJfU3lmRGZhY3ZPbFlBSDJhbG4?oc=5
삼성전자,연합뉴스,[그래픽] 삼성전자-SK하이닉스 메모리 장벽 돌파 전략,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9BSXlzakFvODFGbWllR1VZb3YwRk5wcUdJMHQ5RXhSZXdEUUJyWUZCNlpzNU1Zc29KamNEZkdsVFd5TTJfSlpyR0hsNVBYNzVwTkswMmxYc1o5VTDSAWBBVV95cUxOQ3pVdVVubk1uekdHLVdtWGt1azlXRlh2RGhybS03Z24tTE1yNzFvMjBvRWZ3QjVERmQyeFJuNnhmcVZRZGR5Q2Z1aktYYjZCaUN5MFR3Qjh4MzUweEZOVHM?oc=5
삼성전자,연합뉴스,[그래픽] 삼성전자 차세대 3D메모리 'zHBM' 공개,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE41c0t3bEYwTldrRmlUT2ZKalo0MHRQb2xOdVVZcld3RGtfNDVLeGlyZldsaHVXUzBWOFNwMy1EZ1hRek85eXFhN1RIeGFGUDNMMWxJeFd3ek0ya1HSAWBBVV95cUxOaWxUQWE4ZGlHb0NWQUdiVVlwSjdhODUxSVlDc2RjaS1CV3JncUd0MFYzczVsdXBBN3BiNFdETExfeEZQRlRXREZNa05YbEVrTzR5cUMzRVJkNFJNUTdHZkU?oc=5
삼성전자,연합뉴스,높아진 조달금리에…삼성 빼고 10대그룹 회사채 잔액 감소,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBjLTFLamRTS2tBeUJhSFRIMC1HWGt4QmIxRS1pU3VvY0Z4N3B3N21rVDZMNkJFcjlxc2o3VGNqX2NMbFplN3lHWlN3OUdSeDJCUWxINVNMekg4Vk3SAWBBVV95cUxNNGlfRW5EVWUxV1RUT0dkRXUzM256X0g5LURNSDQwb2NBVkQ4MXJ3LTVNdjR1MEQxTG9RSUtCdE5IWWhGNEw1by1Jc1BJbnZpclZ6SGxXVkVVLVF4QnNlRG0?oc=5
삼성전자,연합뉴스,사전예약 폭주한 갤럭시 Z 폴드8…사전개통 이달 말까지 연장,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE51c1I1UmxvY0xyN3dBUEdicWFzMnZ4UFpMOVZLQ1BEd0QzdVdoUVdCRUxWVms2X1JLbmw2amk0VlFJUnk2ZGxNS3FCemxocVp2SVdJdlh1TnRHZzTSAWBBVV95cUxOTURkcHVqR2t5aXA4cmJIUTc4RUpCaXdVNWIyUmlEMGdjQkFoallqZElacDhpaHhSenViN2c5cm9ISmpMR0EzVGFrT2JGUldLWThnVWUwQUdBR1VkWHMwVDQ?oc=5
삼성전자,연합뉴스,"[르포] ""모형이라도 찍자""…삼성전자 새 3D메모리 'zHBM'에 셔터 세례",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBuaXIyWnVwblVuWS1VREwzV254bU9ZRl9wUlpZLURtT2ZhUGFOYnpRN3VuR1FZTjJvaEhMbGRPNEVKajV2TmxGTC1BNG9Hd1Jfd1BVMXp2bENUYTDSAWBBVV95cUxPWUx3emQ3bFU5dDQ3MXl5dFpfMWZWSFpfM0RzNXQ5bXV6SENqTkEtT2hMNDJLVmIzT3RKUnBkVnRmdC1SX25nY01sejRoUmZfNi1pZFVUcENNcmdJYWRyYXg?oc=5
삼성전자,연합뉴스,"한강유역환경청-삼성전자, 한강 수계 하천 생태계 복원 '맞손'",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBILXBUY2pIOHM4U0pKZmd2aERfVzhPeHJzamNTWE1zQVNuUWVVLUduVDFwOTBKM2hGRnBLa295dUFDNjg4eGNISEhYMDZrX1lvU3NHZDBabkdBOE3SAWBBVV95cUxNbFJsM19DdzM4TWU1cGsweDNrM2dqSGhxVVRRblJzbjkzMzVoZXY4WXRFQVFJVWRQWmNyakZEdHhnbHFVOGVmY3dyekVpUHdtckxQWkZQUkJVUXJIVjQwbDY?oc=5
삼성전자,연합뉴스,美훈풍에 코스피·코스닥 2~3%대↑…상승폭은 다소 줄어,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBmX0ptQWNDUm1EX3FPdklLZDZHbzV2WDJoT0NpTERjV1hKNTVsUHRPTFVpXy1ocG5HWVdXX0hvcm40VW1DSlF1S09FRm1odVRLWDNHS2NVcmIzekXSAWBBVV95cUxNXzBFTl9BeHhaX0I5YktvVUtobDkxOFJGTC1GckNFMVJlQjI2Vkt5MTBaSjRvRDZPdzIydlVCQ2M3eTR2cGpKeXp3ZjVxTkQwc0JpaXNrd3lrTHB4Rkx1Y20?oc=5
삼성전자,연합뉴스,"[특징주] 삼성전자·SK하이닉스, 장 초반 4∼7% 상승",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9ZM185enYtRlA3SExLZnlGUzJ4bVFaREY1X1M3bVFaVXR0U2lxcm5DeWZoNDFIdWMxR2tHQ3Q4OGtBOWo3SjJHZTZvN3lpR3Ewa0gwZGl2MnpJRk3SAWBBVV95cUxNYTZ2NHdEWVpsM2k1QVU4N2Z3VE9Dd0NUY0lUTkdrLVlqT2pYdDBGTGxuaUxickM0MHJSR3I5blRZNEkwS01tdGtFUHkxSWoycWFvZzNTcjdMUjAxT25yWFU?oc=5
삼성전자,연합뉴스,"삼성메디슨, 미국 아큐레이와 정밀 영상 가이드 치료 협력",2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9ldl9GalpqdmNLRDNWMXB5NmZpa29lX01KbjVRaTl0Wkw3M0xqdk5vbkg4c21IbXZPWFhHNy1pMlJRbFotX0ZSMlhCRUhJc1RFZERvMXBXUGRoYWPSAWBBVV95cUxPcXNWdktadzNfcUdLTWlsSXBGRXBzNU04VHhIY28zN2c3YmFYS2NEaWRnV3BiSXJScmljbWR1d2Q1ZlVGanF1QlRZUXZYeWdWdmVSQXJGUGI0aWhoQzJsUmM?oc=5
삼성전자,연합뉴스,[표] 거래소 외국인 순매수도 상위종목(5일),2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1uVzZFSVIza1psWjVJVnRIM1FuRFRobkVPay1BazU4OTYxZUhkaE51UFhqS3JLa1Z6TEMxNF9tT0hDZlRLTTJtdUdMbDRHb3dzSjhaTWlpMUhHUVk?oc=5
삼성전자,연합뉴스,[표] 코스피 지수선물·옵션 시세표(5일)-2,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9VWDlQRTQ4Rk95blJJNHV0cjFzMlM2Y0N5cHBZWjZseUxKdjBwcnZlbGp0QVhxSEJmWlVzTWFCaVJmV0J0VzdURDE1cWdabEhxclBMSExSUkx5djg?oc=5
삼성전자,연합뉴스,메모리장벽 돌파구는 Z축…닮은꼴 해법에도 전략 갈린 삼전닉스,2026-08-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1FcEtfbHc1QUU1aVZyc0NrbGtVWVkwX3RRWnFJTFhyMDNrVGwwMktJN3lqLTFUY1VRQ0VGekxSTmRyTmdnV2VfbmpscGdQVm9HbURyeUJCZlJSczTSAWBBVV95cUxOSXkxcEd4S2pMRjJ1T2paQm5iRlI0MnRQd3R1Z3N6NnNONUVnaDg1UWNCVm5LNkRhOVhxMVI4SHFBQzlsc3E2S3Zadk9IWE1qOXZvcG9sQ0hzdktPMGtSX0g?oc=5
삼성전자,연합뉴스,법인세 중간예납 시작…'삼전닉스'발 초과세수 윤곽 나온다,2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBGUFZ0NFNfaDItaTJ3d0lDQjNlMUVmUmY0b29ITzNGSlJzWHFWS2FJdTZ0MTdOelJPWWRCMV9nNC1DSUZ3VkwtcFJFWklRMWFjRGxmWW4wamNJWm_SAWBBVV95cUxPZzRxZEhfUDZrOW11UFFfdmJ1emhoZDZ2NmVSVlIxYXdBaHJiLWlxZTdiZ0Z6dFdfV1B3MjAzYUZhWW9fbGxVSklXSUNRRHo2Z1BlckJkMTdKanE5Q1JxSzg?oc=5
삼성전자,연합뉴스,[표] 거래소 외국인 순매수도 상위종목(4일),2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9lOWdtdGpFLUpZU0dKTkRveGlqVVcwZUtkVkc4X0M5cmtHbkNRQl9qdVhLcXFpczUtMHUzc0FGbV85ZWlXOVl3X3pZek1iZUtKdzV1cmZuSjIxQUk?oc=5
삼성전자,연합뉴스,[표] 거래소 기관 순매수도 상위종목(4일),2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9TcU5FUTlObzlTb25kQVhJRUxNT3VDeFllRkNxX1Fhdkt0MVdyQXplcldhUU1yN0t4SWRfMGhPLURnaE5OUHdkUEEtMnpCbDRoNDhJTDJhekh6RTg?oc=5
삼성전자,연합뉴스,"아직은 큰 변동성…삼전닉스, 급등락 끝에 간신히 상승마감(종합)",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBZOFJNajFDUDk2X1hFSlE5UEFpTldpSkNYMDAyaC1tWE15ODFFQXV4cjVDQ0FvVHMyQ0hzaWVIQV9hNUM4ZXEtYXkyYVNNZVlFQ3R4VXFQWVhjd2PSAWBBVV95cUxPWmIya3dPa21ldHk1d056N3VJcE5zelFULVZ5WlREblJsckNjZThvNGszRkw4Uy1OVGhUbHdGQ21JeVhPLXNfTGRPVlltb2VseHVYcEdncy01X00wenBVOHE?oc=5
삼성전자,연합뉴스,"삼성, 2분기 D램 시장점유율 1위…마이크론은 SK하닉 바짝 추격",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBBZEhCT0tOX0xrT1I2bmdWRTJCOXNFTVlNRFFMX2xwcUxGX2tfZlAxaXc0UUNoaHhZWkowNGJaYlNLa293V01ZVTBPVlVJXzZSUEhMXzJIZXdkNGvSAWBBVV95cUxPWXk5cnZjdXNIbndsYjNMWFdzMDJxbDJvLVViZnVZYnJqeE5JM05ua2p0MVFGTWdYZEptdml4OG4wdk1DaE9CWHhabDE3UEYyZjhhYWhSRDZWNHd3NE5sUlg?oc=5
삼성전자,연합뉴스,"삼성호암상 총상금 규모 18억→30억 확대…""인재제일 철학계승""",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9SbDJNRVVLajYwVGNwMWd6RFBBTFZhR1FPOGZTdWlqenVQUFFLVm1DQWJpN2I0UlQwR0daWUl4OGZOQ2Frckk4cFlsVTk1RTJGczlkUzJTWDdKTFHSAWBBVV95cUxNQzc1b29qVkNHMnppVHBTdE1PNElnbmpJODc0bnJ1TF8zN3dBb3ZUR25EWFZIQXQxVmwxUmpsQ1l4aTVFd2R3a0tGd1hOeWY2VTRMNlJRSm9QbmhBNTlnZ1E?oc=5
삼성전자,연합뉴스,"삼성, 'HBM 8배 성능' 차세대 3D메모리 공개…""AI장벽 넘는다""",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1tVXhaVU1INVY4R2N3cXJaeE1ncFNuVGRxNC1UV0lZWnJqekpaSkpCTGREOFIxX3UwTloydUNoUW05MXJXbTNrQm9TZlE2UzlERFdCY0NVc09UeUHSAWBBVV95cUxObWhLRFlyRHkxZlFqVlpXSXRScWRELWdHZmZzWjBMSkI3NGQxalh6LTdfU3NiN2oyYmhLbUJCWklVbmRmVVBOcnJkdGJ0X3Z3R2FRR3VNMUVxeUJpUzg2R3g?oc=5
삼성전자,연합뉴스,"삼성전자, '갤럭시 Z 폴드8 울트라·폴드8·플립8' 역대 최다 판매",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE16TmZXZFVrVjF4UzYtWTBxb1Y2TDA5V1JkRzJnNjgxWGdQcC11NFFVaGxkbktCUDN2OHVtUEVVX1gxWG9wd2tlYXU0T29FVlRUNzhyX05BZm1SeFXSAWBBVV95cUxPekRkVXlsSlF3VlZJRlFTb1RaNHJpRTdvWXA3alZ2NXVVeGtkM2xod2ZRREQ1cy0tYmFrQXRtWFBublBmVWxTcTh1ZUhmX1hvZjFBQW85Zk11UXdwWEFVck0?oc=5
삼성전자,연합뉴스,"삼성전자, '갤럭시 Z 폴드8 울트라·폴드8·플립8' 역대 최다 판매 신기록",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5lYXlBUkVBZXVFRjJoVHFsdUVacjFoMklmMzlON1dZeWRpckhEV3h2eUg0cHBvdzNsYWk4eG1UUjNyTUFJRlBiRlRTUnpwUUl0LVBmd2tWWTd6czDSAWBBVV95cUxPQndLamExc1JHR0d0cDZVMjIzbXJZVlpxTTNMQ2llRDFudkliTjBDSGJXZ2ZmQXhaR3R0Q2NhVlNQZVNzTUxTdVJuYWpWaU43d2FxUVNpQ01WTmM3MTRmdFo?oc=5
삼성전자,연합뉴스,"""기록적인 폭염 속 삼성전자 에어컨 '청·정·확·인' 하세요""",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTFAwZnZEOXlBemh2MUI2R0lvR3NDWldTQUZDQXRWczdHczRXNm9aT1BINXB2dGUybkJDdTBuN0hDZ1VQWkQxOW9DTC1NOUdEUDRMSWRTeWlpYm9BU3fSAWBBVV95cUxQSW5DVWJNTGxDMWVIeHlXbktGZUI2RFlwT2d3OG5VdFJCSkxmTnpsV2Rfa2o2QW8zQ213QUNJaFFWYjN4dWRNNlZjcUhndUhLVTFISmE4Ym9wTU5tWXlhTnE?oc=5
삼성전자,연합뉴스,"삼성, 'HBM5 8배 성능' 차세대 3D메모리 공개…""AI칩 장벽 넘는다""(종합)",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBjTGpqQ3pKU1NNRG0zWVQ5cXhTcndwTDBmUXVXWHhpSVNoRWpKVFM0U3NaeTEwU2RYM2VoUU9QaUpKbG9qUU8wTEhMdFlzemd5UWtselJHdURCUDDSAWBBVV95cUxOUW1vbFJMTnlfZU5kVGxsZHRZZnExTWdVSzFnbE9VdVhRQ1ZCM0dVeUQxZHk0dnpFWVJSNHQ3dmF0ZjVrQ3pvMTNNTFFsWW5iN3EzUTRCLWlMamQzdk9Xc2k?oc=5
삼성전자,연합뉴스,"""韓, 2031년까지 '메모리 최강' 유지…엔비디아, HBM 독점 완화""",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9VUVFOMkdPcnlkT3VwVjdqVG5LZmxPS0RQdWMtRDFIcmtZUElMY1lVZFZMNEhoQ3NlY05aTHQtbXFManFpU2FuUVdtM1BPY2RaNDFITmZROXZaZ3PSAWBBVV95cUxPWmpQQXJKTUNXY3lzRTF3cTZ2RTRQLWtxRUd0U2FDa1lsYnhIMkxiOC1pbXVYcFBITlNOYzVkaWotMTYxQld0ckdDUUVrX0FsMFJoX0I5MGthdWwydzNWWGk?oc=5
삼성전자,연합뉴스,[표] 코스피 지수선물·옵션 시세표(4일)-2,2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTFA1ME9SZVNDcVdGdTBnSTBVdTB5NmZ1Zk4xbXZlX3JtbDdfcWQzNkVXb3J4ZkhYSVUyQk1uMy0yYlZDSi1GQVJPNGpTcFNtcFdnVHl5Z2U4RjFCN1E?oc=5
삼성전자,연합뉴스,"[AI픽] 삼성 AI 스마트글래스, 사생활 침해 막을 안전장치 적용",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE56Q2I4am02c2U0RkVkVXZGR0h4QWhNWHBJOTRvM0E5a1U5b0lmbU1ISnNBRzh3enR1MklyMGlnOWNWRF9FR2NmU1d1NDdIdy1YWXlSbHZ2N2JpdGvSAWBBVV95cUxNWGk0aWdQOFJGWmN6RUc3RFc2UEZiWldqdjNXNnFhVmRaNEFadEsxSmx1eWFDLThBbDdSVXB5N0VHdjNwXzZOVE5VeGN0TjJIVUNwcHFLNXRrOHp6aWFBMWk?oc=5
삼성전자,연합뉴스,"폴드8 대세…갤럭시 Z8 사전예약, 전작 뛰어넘었다",2026-08-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9SOVBsZHYtcUNsc2JjZTNtSmJtb3BhdzhJeHZsUTV6MWxQMWl4ajRqZUNnTVRXQmQ4a2syZHFrUXV2TlhaRk8yTTJqTi04dlB2VmRaeDdtd2ZvYlHSAWBBVV95cUxOWFlCWHlKNWowMW42eWxNeG84b3c5elA3WFNWMlpkNGtMTE8tWGRiSXdIQkt0VnRkQ0FHaFNwVnlhU0ZZTGRUdWN2S21PbGYyZTlKbXJwTXU2U3U1NEZqVXg?oc=5
